keyword,occurrences
monuments,1
international expositions,1
hyperspectral imaging,1
pushbroom method,1
cmos,1
tunability,1
"""geländer"" oligomers",1
cycloaddition,1
atropisomers,1
gsk3-beta,1
vdac,1
hexokinase,1
memory cd8(+) t cells,1
be-7(n,1
p)li-7 reaction,1
street networks,1
urban layout,1
pre-colonial urbanism,1
historical trade,1
primary care physician,1
alpha-adrenergic receptor blocker,1
norepinephrine,1
phentolamine,1
mct4,1
synthetic lethality,1
syrosingopine,1
number of processors,1
silent data corruptions,1
sdc,1
detection,1
correction,1
duplication,1
triplication,1
optimal,1
work flow,1
linear chain of tasks,1
fail-stop errors,1
multi-level checkpoint,1
dynamic programming,1
unesco,1
multidimensional scaling,1
translanguaging practices,1
translanguaging with source languages,1
content and language integrated learning (clil),1
algerian war,1
multimodal analysis,1
postcolonial knowledge production,1
textbook research,1
visual discourse,1
antivirals,1
aromatic-ring stacking,1
ether oxygen coordination,1
intramolecular isomeric equilibria,1
nucleotide analogs,1
observational study,1
gpp,1
pustular psoriasis,1
targeted immunotherapy,1
asymmetric flow field-flow fractionation,1
particle separation,1
cyclical parthenogen,1
sex ratio adjustment,1
haplodiploid cyclical parthenogens,1
population-density,1
lizards,1
availability,1
archäozoologie,1
bronzezeit,1
schwein,1
pig,1
geometric morphometric method,1
littérométrie,1
michel bernard,1
jean-baptiste bohet,1
computational literary analysis,1
trans-diagnostic,1
9 years-old children,1
trier social stress test for children,1
bidirectionality,1
figural learning,1
cacao,1
cadmium-tolerant bacteria,1
otavite,1
total soil cadmium,1
ice biology,1
eucalyptus marker,1
glacier,1
lycopodium marker,1
isotope mapping,1
biologically available strontium,1
land use patterns,1
histotaphonomy,1
animal bones,1
human remains,1
geoarchaeology,1
osteoanthropology,1
funerary archaeology,1
micromorphology,1
non-constant coefficients,1
scale development,1
technology use,1
usability,1
user experience,1
dar es salaam,1
twentieth century,1
mode-2 knowledge production,1
scientific impact,1
societal impact,1
policy impact,1
scientific outcomes,1
romantic relationships,1
michelangelo phenomenon,1
personal growth,1
theories of aging,1
adult life-span,1
methoxy-substitution,1
national and cultural identity,1
transnationalism,1
scavenger receptor,1
stabilin,1
metal oxoclusters,1
xps,1
gixs,1
euv photochemistry,1
diamond,1
color centers,1
diamond photonics,1
heck mizoroki reaction,1
protein 3d nanocrystals,1
dials,1
diffraction geometry,1
protein nanocrystals,1
substance use disorder,1
coating,1
deactivation,1
forest fire,1
ice nucleating particles,1
smoke plume,1
adaptive wavelet bem,1
besov spaces,1
double layer potential operator,1
integral equations,1
manifolds,1
non-linear approximation,1
regularity,1
weighted sobolev spaces,1
corpus-based interpreting studies,1
translation universals,1
explicitation,1
simplification,1
self-praise,1
self-presentation,1
speech acts,1
bragging,1
lexis,1
neologism,1
heat wave,1
mountain,1
(written) italian,1
corpus-based analysis,1
sentence adverb(ial)s,1
discourse functions,1
basel model for paragraph segmentation,1
gütekriterien methoden,1
akteursvielfalt,1
legitimität,1
accompanying research,1
coaching,1
facilitating dialogue,1
mutual learning,1
research programs,1
real-world laboratories,1
futures wheel,1
consumer perspective,1
citizen perspective,1
futures studies,1
acceptance,1
tnfalpha,1
tnfα antagonists,1
singlish,1
sociolinguistic approach,1
unplanned readmission,1
rasmussen's encephalitis,1
neuroinflammation,1
synapse loss,1
extractables,1
glass coating,1
glass delamination,1
parenteral administration,1
type i borosilicate glass,1
perturbation approach,1
hierarchical matrices,1
b-splines,1
helmholtz problem,1
laplace problem,1
catalytic activity,1
menadione,1
redox cycling agents,1
reductase (sdr),1
reductase,1
diesel exhaust particles,1
xylulose reductase,1
butter flavorant,1
epithelial-cells,1
cancer-cells,1
diacetyl,1
antagonistic coevolution,1
selective sweeps,1
negative frequency-dependent selection,1
red queen dynamics,1
host-parasite coevolution,1
pathogens,1
apolipoprotein a-1 unfolding,1
chemical denaturation,1
multi-state model,1
zimm-bragg theory,1
guanidinehcl,1
physical activity recommendations,1
psychiatric patients,1
comedications,1
burkina faso,1
generations,1
academics,1
spatiotemporal scales and settings,1
organic micropollutants,1
filter-efficiency,1
variability of groundwater components and inflow areas,1
river sections,1
karst hydrology,1
intrinsic and specific vulnerability,1
3d geological model,1
infiltrating surface waters,1
environmental isotopes,1
î´15n-no3,1
î´11b,1
anthropogenic contamination,1
groundwater residence time,1
corsica,1
need threat scale,1
mentalization-based group therapy,1
therapeutic alliance,1
nocebo effect,1
patient's expectancies,1
clinical practice,1
patient-clinician communication,1
evidence-based ethical recommendations,1
intrinsically disordered proteins,1
liquid−liquid phase separation,1
low complexity domains,1
membraneless compartments,1
microreactors,1
protein materials,1
protein self-assembly,1
fluoxetine,1
gabapentin,1
memantine,1
ocd,1
ssri,1
allotrope,1
electronic band alignment,1
heterostructure,1
earth observation (eo),1
eddy covariance (ec),1
decision thresholds,1
diagnostic risk,1
therapeutic risk,1
central alps,1
land use changes,1
shrubs,1
return period,1
peak discharge,1
genetic drift,1
palaearctic,1
integrative genomics viewer,1
range-size,1
mitochondrial genome,1
sequence,1
metapopulations,1
metal oxide,1
p-type semiconductor,1
nio,1
sub-molecular resolution,1
non-contact atomic force microscopy,1
substituted judgement,1
procedural preferences,1
population survey,1
living will,1
developmental neurotoxicity,1
in vitro testing,1
regulatory purposes,1
image,1
burial,1
djehutynefer,1
eighteenth dynasty,1
hieratic,1
ineni,1
letter,1
papyrus,1
valley of the queens,1
false consensus,1
false uniqueness,1
self-depreciation,1
false-consensus,1
in-group,1
connectionist model,1
egocentric bias,1
average,1
unaware,1
decision,1
people,1
overconfidence,1
burkholderia thailandensis,1
microbial antioxidant,1
quasi-monte carlo methods,1
error estimates,1
high-dimensional quadrature,1
electrical impedance tomography,1
pathogen bacteria,1
white dwarfs,1
acute self-poisoning,1
foul play,1
injury setting,1
sleep complaints,1
measurement invariance,1
mental wellbeing,1
affective response,1
sprint interval training,1
timing of sex,1
cost of sex,1
mixed-effects models,1
cyclical parthenogens,1
pulex,1
rotifers,1
free banking,1
monetary dynamics,1
geriatrics,1
molecular markers,1
polar,1
environmental proxies,1
elasmobranchs,1
fisheries management,1
small-scale fisheries,1
socio-economic drivers,1
south pacific,1
caryophyllales,1
convergent evolution,1
gene duplications,1
portullugo,1
erosion pins,1
floodplain geochemistry,1
himalayan balsam (impatiens glandulifera),1
physicochemical soil properties,1
riparian zone,1
soil erosion.,1
teledermatology,1
e-health,1
mobile health applications,1
online consultation,1
telemedicine,1
apa,1
cfim,1
cleavage and polyadenylation,1
colon adenocarcinoma,1
hnrnpc,1
kapac,1
paqr,1
ptbp1,1
prostate adenocarcinoma,1
methylene blue derivatives,1
brassicaceae,1
cruciferous vegetable,1
glucosinolates,1
mustard oil,1
personality disorders traits,1
behaviors problems,1
socio-educational institutions,1
substance-use disorder,1
centromere,1
chromosome length,1
gene density,1
mandatory discussion,1
opt-out approach,1
microcomputed tomography,1
3d scanning,1
cake appearance,1
lyophilisate structure,1
multivariate quadrature,1
smolyak’s construction,1
curse of dimension,1
aridity,1
australia,1
australian calandrinia,1
crassulacean acid metabolism (cam),1
montiaceae,1
rumicastrum,1
targeted bait enrichment,1
perturbation method,1
boundary element methods,1
heat equation,1
minimal energy problems,1
strongly singular riesz kernels,1
rna biology,1
abortive infection,1
conditional cooperativity,1
plasmid addiction,1
post-segregational killing,1
cropping practices,1
microbial co-occurrence,1
microbiota management,1
network analysis,1
smart farming,1
soil and root microbiomes,1
aldara,1
cd4 t cells,1
foxp3,1
gm-csf,1
treg cells,1
skin inflammation,1
ecco,1
extra-intestinal manifestation,1
spondyloarthritis,1
ulcerative colitis,1
uveitis,1
fmf,1
mefv,1
pyrin,1
gasdermin-d pore,1
unconventional protein secretion,1
education-employment linkage,1
neuropsychology,1
prodromal,1
public uses of history,1
national narratives,1
tradition,1
routines,1
social-psychological determinants,1
social practice theory,1
cyclic imines,1
protein complexes,1
interaction modus,1
aquatic invasions,1
crustacea eggs,1
propagule,1
species invasion,1
vectors,1
checkmate 141,1
nivolumab,1
pockmark migration,1
pockmark infill,1
hydrocarbon leakage,1
mission history,1
mission photography,1
xenologie,1
beerdigung,1
funeral,1
death ritual,1
information storage and retrieval,1
operon,1
gecko,1
van der waals interactions,1
hierarchical structures,1
chemistry textbooks,1
general chemistry,1
inorganic chemistry,1
praying mantis,1
biomaterial,1
coiled-coil ootheca,1
nutrient balance,1
mental representations,1
buyout funds,1
funding risk,1
systematic risk,1
lobbying,1
bypassing,1
decentralisation,1
multi-level venue shopping,1
regions,1
pynchon,1
songs,1
playlist,1
neurotechnology,1
capacity evaluation,1
games,1
donation,1
moral and strategic reasoning,1
game reward,1
moral consistency,1
algorithmic management,1
gig-economy,1
platform economy,1
workplace control,1
obsessive-compulsive disorders,1
biological marker,1
markov property,1
na`ive bayes,1
manuscript,1
mindfulness-based cognitive therapy,1
xenobiology,1
pkng,1
anti-mycobacterial,1
eukaryotic-like serine,1
threonine kinase,1
phagolysosome,1
maxilla,1
sensitizer,1
sustainable energy conversion,1
light emitting electrochemical cells,1
emissive compounds,1
x-ray structures,1
phosphate,1
bipyridine,1
artificial hydrogenase,1
hydrogen evolution,1
biotin-streptavidin,1
ascorbate,1
antarctic zone,1
melatonin,1
meloxicam,1
primary dysmenorrhea,1
large-scale mining,1
resettlement,1
csr,1
extractivism,1
snoring,1
sleep apnoea,1
utopia,1
immortality,1
science fiction,1
socialist realism,1
19th and 20th-century discourse on bodily immortality,1
the concept of religion,1
critique of ideology,1
utopian socialism,1
communism,1
revolution and religion,1
politics and religion,1
phosphonic acid,1
carboxylic acid,1
p-type,1
anchor,1
nickel(ii) oxide,1
drug interchange,1
intravenous iron,1
placebo response,1
efficacy,1
dark green religion,1
ecospirituality,1
forerunners,1
urban low carbon transition,1
anthropocentrism,1
field perspective,1
sustainability transitions,1
taste,1
style,1
rational choice,1
food restriction,1
agni community,1
bongouanou,1
balkan fold-thrust belt,1
low-temperature thermochronology,1
balkan extension,1
stara planina mountains,1
enduring,1
amour,1
badland assessment,1
dsm,1
dtm,1
orthomosaic,1
pix4d,1
sediment source,1
uav,1
international monetary system,1
bretton woods system,1
fixed exchange rates,1
gold us dollar,1
hormone,1
impulsivity,1
novelty seeking,1
alpine climatology,1
energy balance,1
fundamental niche,1
plant canopy,1
atmospheric ice nucleation,1
mixed-phase clouds,1
inp parameterization,1
lipid biomarkers,1
phytoplankton productivity,1
lacustrine sediment,1
radiative budget,1
3d modelling,1
public health recommendations,1
singlet oxygen,1
methionine,1
polymer capsules,1
sedentarisation,1
itineracy,1
hawker centre,1
foodscape,1
singapore,1
low-molecular-weight,1
subcutaneous,1
trephining,1
frontal lobe syndrome,1
mucocele,1
paranasal sinus osteoma,1
tension pneumocephalus,1
physics,1
germania superior,1
excavation methods,1
sampling strategy,1
mithraeum,1
archaeological science,1
roman imperial period,1
cult,1
caulobacter,1
alpha-proteobacteria,1
bow-tie,1
general stress response,1
regulation of gene expression,1
p300 event-related potentials stroop task coordinative exercise executive control physical activity inhibition,1
alternate uses task,1
autonomic nervous system,1
task-switching,1
object control,1
locomotor skills,1
exercise intensity,1
time course,1
bargaining success,1
european council,1
eurozone,1
art. 48 cisg,1
nacherfüllungsrecht,1
opportunistische vertragsaufhebung,1
rechtsvergleichung,1
rechtsvereinheitlichung,1
horizontale geschlechtersegregation,1
geschlechtstypik der berufe,1
berufswahlprozess,1
enzyme cascades,1
protein precipitation,1
protein cross-link,1
tobamovirus,1
rna virus,1
iodo-substitution,1
stepwise surface dye assembly,1
novel,1
encyclopedism,1
forced labour,1
expert workshop,1
urban agriculture,1
valeriana officinalis,1
passiflora incarnata,1
petasites hybridus,1
melissa officinalis,1
emotional,1
behavioral development,1
hyperactivity,1
sleep eeg,1
sleep spindle density,1
complementarity and competition,1
nutrient mobility,1
resource ratio theory,1
temperate grassland species,1
inpatient,1
intermittent exercise,1
finland,1
long-term ill or disabled,1
policies and practices in the netherlands,1
return to work efforts,1
asymmetric reaction,1
diethylzinc,1
macromodel,1
low-skilled labour,1
solid-state lighting,1
bait sequencing,1
cactaceae,1
cam photosynthesis,1
c4 photosynthesis,1
protein sequence evolution,1
dictyostelium discoideum,1
coronins,1
interleukin 7,1
naïve t cell homeostasis,1
health care expenditures,1
outpatient care,1
gwhp,1
thermal management,1
thermal impact,1
european beech,1
adaptive potential,1
temperature monitoring,1
heat transport model,1
heat fluxes,1
thermal potentials,1
energetic planning,1
lateglacial-holocene,1
sea-level rise,1
oceanic climate,1
environmental microbiology,1
proportional reasoning,1
number line,1
map use,1
cqa,1
nbcds,1
regulation in the us and the eu,1
scientific stakeholder exchange,1
catalyst recovery,1
leo-i,1
luminosity function,1
mass function,1
large-scale structure,1
cosmology,1
dark matter,1
centaurus a,1
distances and redshifts,1
international civil servants,1
narrative habitus,1
para-ethnography,1
stableisotopeanalysis,1
carbonisotopes,1
nitrogenisotopes,1
populationhistory,1
decision maker,1
eradication,1
harvesting,1
matrix population model,1
sensitivity analysis,1
stakeholder,1
duration,1
endurance,1
intensity,1
strength,1
plant wax,1
aerosol,1
carbon balance,1
forest ecosystems,1
profile measurement,1
social approach and avoidance goals,1
social integration,1
isolation,1
approach motivation,1
avoidance motivation,1
adult age differences,1
conflict-urbanism,1
d.r. congo,1
eastern congo,1
motorcycle taxis,1
motorbikes,1
stochastic choice,1
cognitive load,1
economic choice,1
working-memory load,1
n-back task,1
expected utility,1
strength model,1
ego-depletion,1
risk-aversion,1
tundra,1
mercury,1
alaska,1
bevs,1
yeast extract,1
algal extract,1
β-adrenergic receptor,1
ccr5,1
abelson kinase,1
land-atmosphere exchange,1
dynamic flux chamber,1
micrometeorology,1
relaxed eddy accumulation,1
elemental mercury,1
experimental autoimmune encephalomyelitis,1
thymocyte selection-associated high-mobility group box factor,1
black hole,1
storage carbohydrates,1
drought resistance,1
stomatal adjustment,1
chimeric protein,1
ring closing metathesis,1
anion-π catalysis,1
gold nanoparticles,1
macromolecular ligands,1
oligomers,1
organic coatings,1
tetraphenylmethane,1
open source,1
energy modelling,1
delta c-13,1
water shortage,1
capacity development,1
capability development,1
research and development,1
fellowship,1
postgraduate research,1
early career researcher development,1
text messaging,1
personal learning environment,1
preceptorship,1
adherence-improving intervention,1
ischemic stroke,1
multi-compartment compliance aid,1
k factor,1
usle,1
bioluminescence resonance energy transfer (bret),1
cb1-receptor antagonist,1
cannabinoid receptor type 1 (cb1),1
g protein,1
g protein-coupled receptor (gpcr),1
neutron induced alpha emission,1
rutherford backscattering,1
bacterial community composition,1
zooplankton,1
population,1
sequences,1
information search,1
social influence,1
davidson,1
action,1
intentional explanation,1
reasons,1
causalism,1
environmental dna,1
reptiles,1
species detectability,1
soviet study of religion,1
marxist-leninist ideology,1
scientific atheism,1
study of religion during the cold war,1
n-body,1
radiation transport,1
computing methodologies,1
diagenesis,1
la-mc-icp-ms,1
constitution,1
immune function,1
kretschmer,1
strategy selection,1
simple heuristics,1
adaptive strategy selection,1
toolbox,1
london penetration depth,1
meissner effect,1
nitrogen-vacancy center,1
eu infrastructure,1
virus archive,1
virus collection,1
pediatric palliative care,1
involvement of the child,1
brain tumors,1
incidental,1
oral drug delivery,1
functionalized calcium carbonate (fcc),1
protein loading,1
microparticle,1
protein release,1
attribution,1
punishment,1
persuasion,1
forum,1
website,1
michaelis-menten constant,1
cerna,1
mirna regulation,1
scrna‐seq,1
target down‐regulation,1
biorrigation,1
facilitation,1
pigeon pea (cajanus cajan),1
finger millet (eleusine coracana),1
plant growth promoting rhizobacteria (pgpr),1
conduct disorder,1
revenues,1
agricultural operator exposure model,1
chemical skin sensitizers,1
derived no-effect level (dnel),1
plant protection products,1
quantitative risk assessment,1
barriers to reporting misconduct,1
rcr education and instruction,1
raising concerns about misconduct,1
obligation to report misconduct,1
research misconduct,1
chemoselectivity,1
diazo compounds,1
daphnia ephippia,1
present,1
allelic richness,1
forest fragmentation,1
inbreeding,1
matrix habitat,1
phylogenetic models,1
time since fragmentation,1
meta analysis,1
group cognitive-behavioural therapy,1
vestibular rehabilitation,1
balance deficits,1
dizziness,1
psychological measures,1
martin heidegger,1
philosophy of psychiatry,1
existential phenomenology,1
being-with,1
tax-induced mobility income taxes regression discontinuity design,1
land use changeland cover classificationtime serieschange detectionsoil erosionalpine environmentc-factorcci land cover,1
cubist regression,1
digital soil mapping,1
erodibility,1
lucas,1
monthly soil erosion modeling,1
soil loss ratio slr,1
r-factor,1
swissimage,1
modis mod13q1,1
fcover,1
cci land cover,1
bibliotheken,1
libraries,1
carbon uptake period,1
co2 balance,1
high elevation grassland,1
process-based modeling,1
winter respiration,1
curriculumskonstruktion,1
bildung für nachhaltige entwicklung,1
hochschulbildung,1
qualifikationsziele,1
kompetenzen,1
certainty of the evidence,1
grade,1
nonrandomized studies,1
quality of evidence,1
robins,1
risk of bias,1
clem,1
correlative light and electron microscopy,1
fib,1
sem tomography,1
replicative brucella-containing vacuole,1
rbcv,1
kryptowährungen,1
virtuelle währungen,1
kryptograpie,1
cryptocurrency,1
crypto,1
bitcoin,1
ethereum,1
ether,1
ripple,1
btc,1
eth,1
xrp,1
monero,1
xlm,1
dash,1
zcash,1
sachenrecht,1
sache,1
eigentum,1
aussonderung,1
binance,1
bitfinex,1
roll-call voting,1
legislative behavior,1
members of parliament,1
datasets,1
kampala art biennale,1
kampala art auction,1
cooptation,1
hospital hospital mortality intensive care unit resuscitation terminally ill wounds and injuries economics mortality primary outcome measure,1
health literacy,1
physician-patient communication,1
information recall,1
book metaphor,1
tolerance,1
vineland adaptive behavior scale,1
drug resistant epilepsy,1
vagus nerve stimulation,1
drug susceptibility test,1
isothermal microcalorimetry,1
tunable diode laser absorption spectroscopy,1
transnational entrepreneurship,1
mobile entrepreneurship,1
clinical trial cost,1
cost drivers,1
randomized clinical trials,1
resource use,1
trial feasibility,1
repulsion effect,1
attraction effect,1
patch test,1
pityriasis rubra pilaris,1
card14,1
alkalinity,1
micro-titrator,1
porewater,1
methane oxidizing bacteria,1
retinal vessels,1
chionodraco hamatus,1
trematomus loennbergii,1
organochlorine pesticides (ocps),1
polybrominated diphenyl ethers (pbdes) 2,1
7,1
8-tcdd,1
sedentary behaviour,1
severe mental illness,1
neurocognition,1
16s rdna,1
microbial ecology,1
thermal-stress,1
tool,1
hyperaldosteronism,1
superlattice nanowires,1
seebeck coefficient,1
figure of merit zt,1
revision des schweizer urheberrechts,1
nuclear astrophysics,1
astrophysical gamma process,1
alpha-induced reactions,1
activation method,1
thick target yield,1
elp,1
spaac,1
multiprotein complex,1
protein polymer,1
single-domain antibody,1
central pyrenees,1
torquato tasso,1
gerusalemme liberata,1
arti figurative,1
clorinda,1
armida,1
schifanoia,1
sala dei mesi,1
unicorno,1
san giorgio,1
francesco del cossa,1
cosmè tura,1
relationships with peers,1
school dropout,1
school engagement,1
student-teacher relationship,1
truancy,1
4-hydroxythujone,1
7-hydroxythujone,1
human study,1
hydroxythujone conjugates,1
thujone,1
massive stars,1
core-collapse supernovae,1
type ia supernovae,1
gamma-ray observations,1
positron sources,1
galactic chemical evolution,1
mas nmr,1
electron nano-crystallography,1
perylene,1
experimental 3d coordinates,1
crystal system,1
space group,1
cell parameters,1
dryas,1
arctic ecology,1
ecosystem functioning,1
flower visitor,1
pollination,1
free movement of persons,1
union citizenship,1
iridovirus,1
horizontal gene transfer,1
white fat cell disease,1
complete dna-sequence,1
invertebrate iridovirus,1
family iridoviridae,1
iridescent virus,1
geochemical elements,1
multi-proxy,1
high-sensitivity troponin,1
1h-algorithm,1
children's sleep habits questionnaire,1
diary-reports of children's sleep,1
in-home sleep electroencephalography,1
parent questionnaire reports,1
sleep continuity,1
chr,1
psychosis risk,1
frankfurt complaint questionnaire,1
basic symptoms,1
confirmatory factor analysis,1
prediction of psychosis,1
magnetic nanotubes,1
magnetic tubular architectures,1
nanoscale magnetic imaging,1
squid-on-tip,1
superconducting quantum interference device,1
local mate competition,1
protein binder,1
relocalization,1
mtfp1,1
early- and late-decision variables,1
pisot numbers,1
salem numbers,1
algebraic units,1
tablets for oral suspension,1
stability trials,1
oxantel pamoate,1
lifespan,1
mrna decay,1
mrna sorting,1
in vivo cross-linking,1
biotin-streptavidin interaction,1
rnp,1
rnp purification,1
conifers,1
hardwoods,1
ingrowth core,1
nitrogen fertilization,1
root tips,1
root form and function,1
empirical research,1
literature review,1
quantitative research,1
ammonification,1
denitrification,1
marine nitrogen cycle,1
nitrate and ammonia uptake,1
nitrogen fixation,1
ocean acidification,1
cartography,1
thematic mapping,1
historical complexity,1
source criticism,1
acer pseudoplatanus,1
nonstructural carbohydrates (nscs),1
picea abies,1
pinus sylvestris,1
quercus petraea,1
breast cancer surgery,1
immediate breast reconstruction,1
nipple-sparing mastectomy,1
lebenspartnerschaft,1
recht,1
lateinamerika,1
initiativen,1
referenden,1
bacterial physiology,1
biogeochemistry,1
combinatorial chemistry,1
biofilm inhibition,1
deep-sea sediment,1
organic matter accumulation,1
sedimentation rate,1
urban heat island,1
urban climatology,1
air temperature,1
land cover fraction,1
urban morphology,1
heat stress,1
information literacy,1
searching techniques,1
medical studies,1
blended learning,1
webinar,1
medical case studies,1
learning goals,1
central eight risk factors,1
rnr,1
sex offenders,1
hummalian,1
palaeolithic,1
lithic refitting,1
early middle palaeolithic industry,1
expedient technologies,1
atomic masses,1
ion storage ring,1
isochronous mass spectrometry,1
rp-process,1
vp-process,1
arylation,1
pligands,1
conspiracy theory,1
turkish war of independence,1
young turks,1
mustafa kemal atatürk,1
enver pasha,1
drug release simulation,1
disintegration simulation,1
poorly water-soluble drug,1
mefenamic acid,1
noyes-whitney equation,1
cellular automata,1
synchrotron microtomography,1
martin luther,1
university of paris,1
early reformation,1
phosphonate ester,1
zinc(ii),1
monstren,1
wickiana,1
phosphine ligands,1
synthetic methods,1
transition-metal catalysis,1
uhrms,1
esi,1
appi,1
direct infusion,1
orbitrap,1
tmc,1
ever,1
beta-hpv,1
non-melanoma skin cancer,1
primary immunodeficiency,1
scores,1
organic remains,1
inorganic remains,1
ostracods,1
ephippia,1
flotsam,1
alder,1
mountains,1
transpiration,1
foundations,1
welfare state regimes,1
comparative research,1
trans-caffeic acid,1
analysis of education,1
education and inequality,1
government policy,1
acetylcholine,1
sub-circuits,1
parkinson’s disease,1
optogenetics,1
normative analysis,1
property taxation,1
welfare decomposition.,1
promotion of renewable energy,1
quota markets,1
r&d,1
technological lock-in,1
tradable permits,1
fiscal equalization,1
progressive taxation,1
segregation.,1
range based volatility,1
wheat futures,1
semantic consistency,1
duality mappings,1
monopoly bank,1
contracts,1
collateral,1
research productivity,1
gender gap,1
life cycle,1
c-allocation,1
c-storage,1
drought mortality,1
p. nigra,1
p. sylvestris,1
stomatal conductance,1
gdp,1
leverage interest spread,1
long and short run impact var,1
multiple regimes,1
investments cycle,1
economic policy,1
capital expenditures,1
risk spillovers,1
panel varx,1
differential evolution,1
horizontal and vertical innovations,1
multiple steadystates,1
thresholds,1
endogenous patents,1
environmental damages,1
double dividend hypothesis,1
bias,1
observational studies,1
research reporting,1
prison health,1
book 4,1
bacterial structural biology,1
x-ray cristallography,1
mitogenomegenome sizegenome organisation,1
phylogenygobiidae,1
neogobius melanostomu,1
pomatoschistus minutus,1
bleached shellac,1
doxycycline hyclate,1
in situ forming microparticle,1
intraperiodontal pocket,1
local delivery,1
rotaxanes,1
click chemistry,1
wissenssoziologische diskursanalyse,1
hermeneutik,1
interdisziplinarität,1
bibelwissenschaft,1
interpretative sozialforschung,1
sociology of knowledge approach to discourse,1
hermeneutics,1
biblical studies,1
interpretive social research,1
multicompartment compliance aids,1
repackaging,1
visual alteration,1
community pharmacies,1
frn,1
fallout radionuclides,1
cs,1
substance use disorders,1
patient adherence,1
randomized 61 controlled trials,1
cancer immunobiology,1
inflammatory mediators,1
t lymphocytes,1
simon andermatt,1
measure of association,1
covariance,1
gambles,1
association coefficients,1
metric scales,1
epidermal growth factor receptor-inhibitor,1
folliculitis,1
folliculitis decalvans,1
interleukin-17a,1
tumor necrosis factor-α,1
anorexia,1
cachexia,1
nutrition assessment,1
nutrition therapy,1
sarcopenia,1
electronic medication dispenser,1
electronic adherence monitoring,1
opioid agonist treatment,1
solution,1
unit-ofdose pouches,1
hospital formulary,1
interchange,1
substitution,1
informal governance,1
informality,1
mexico,1
parliament,1
mp,1
career,1
party,1
legislative activity,1
transatlantic slave trade,1
forced labor,1
luso-african,1
new state,1
civil war,1
west central africa,1
low-rank approximation,1
semiconductor laser,1
tunability.,1
ivermectin,1
amphibians,1
cryptic diversity,1
niche models,1
spatial phylogenetics,1
coastal forests of eastern africa,1
habitat destruction,1
hyperolius ruvuensis sp.n.,1
hyperolius spinigularis,1
tanzania ruvu south forest reserve,1
climbing,1
gastropod,1
habitat restoration,1
propagule size,1
reintroduction,1
succession,1
infection process,1
business and society,1
agenda 2030,1
barrier to gene flow,1
hitchhiking,1
population differentiation,1
amyloid aggregation,1
regulated secretion,1
secretory granules,1
sophocles,1
antigone,1
chora,1
derrida,1
kristeva,1
lacan,1
bachtin,1
homeric hymns,1
apollo,1
mysteries,1
ancient greek religion,1
aridification,1
hyperoliidae,1
operational taxonomic units,1
vicariance,1
disagreement,1
endogenous patent,1
inhibitory postsynaptic potentials,1
immunoelectron,1
potassium channels,1
kir3 channels,1
desensitization,1
disinhibition,1
immunoelectron microscopy,1
network activity,1
octosyllabe,1
octosyllable,1
computational poetry analysis,1
queneau,1
gis-rweq,1
soil thematic strategy,1
european union wind erosion modelling,1
multi-proxy analysis,1
short-scale oscillations,1
autonomic comput- ing,1
performance optimization,1
robust- ness,1
dynamic loop scheduling.,1
association mapping,1
selection analysis,1
immune-responses,1
wide association,1
contractile bacteriophages,1
structure and dynamics,1
emergency unit,1
middle-aged patients,1
sociodemographic dimensions,1
ecosystem ecology,1
marine chemistry,1
integrated marketing communications,1
customer-centric imc,1
lipid droplets,1
nanoplastic,1
fluorescent nanoparticle,1
crustacean,1
embryonic accumulation,1
embryonic-development,1
particle uptake,1
nanoplastics,1
micro,1
zno,1
structures,1
ultra-violet,1
array,1
photodiode,1
liquid chromatography,1
aneurysmal subarachnoid hemorrhage (asah),1
computed tomography angiography,1
computed tomography angiography (cta) spot sign,1
intracerebral hemorrhage (ich),1
intraprocedural aneurysma rupture,1
tunneling,1
3d modeling,1
swiss jura,1
gypsum,1
damage,1
k_supra,1
glycans,1
paramagnetism,1
arithmetic dynamics,1
periodic point,1
preperiodic point,1
preperiodicity graph,1
quadratic map,1
rational points,1
moduli curve.,1
subarctic agriculture,1
greenland,1
soil quality index,1
farming at its limits,1
air temperature increase,1
increase of growing season,1
subalpine pastures,1
green alder encroachment,1
relief parameter,1
landform analysis,1
mocvd,1
vls,1
single step,1
heights,1
algebraic varieties,1
urban energy budget.,1
biobank biosample collaboration sharing,1
ligand,1
2''-terpyridine,1
cyclometallation,1
hypodentate,1
reactivity,1
thermolysin,1
metalloprotease,1
inhibitor synthesis,1
phosphonamidate,1
solid-phase extraction,1
allyl,1
alloc protection,1
bleeding event,1
cranial surgery,1
novel oral anticoagulant,1
perioperative bleeding,1
beta-lactams,1
c-c coupling,1
bernoulli’s free boundary problem,1
dying,1
lived experience,1
paediatric oncology,1
stories,1
biobank,1
dilemma,1
pediatrics palliative care guidelines barriers recommendations,1
care worker,1
implicit rationing of nursing care,1
presenteeism,1
interdisciplinary competencies,1
interdisciplinary teaching,1
teaching interdisciplinarity,1
teaching transdisciplinarity,1
eastern carpathians,1
ombrotrophic peat,1
testate amoebae,1
quantitative reconstructions,1
long-term reconstruction,1
parsimonious modelling,1
rainfall erosivity,1
land-use,1
environmental change,1
canopy effect,1
domestic cattle,1
response time model,1
preregistration,1
predictions,1
reaction-time variability,1
individual-differences,1
bayes factors,1
iq,1
distributions,1
hypotheses,1
working,1
matlab,1
operator equations,1
covariance kernels,1
